fecha_convocatoria,fecha_buena_pro,fecha_suscripcion,lead_time_adjudicacion,lead_time_formalizacion,lead_time_total_proceso,red_asistencial,dpto_entrega_item,tipo_proveedor,denominacion_dci,tipo_proceso_seleccion,es_consorcio,es_uso_critico,es_uso_intrahospitalario,monto_adjudicado_soles,anio,flag_tiene_adenda
2022-06-19,2022-07-07,2022-07-24,18,17,35,red prestacional sabogal,lima,legal entity,ceftriaxona 1 g,adjudicacion simplificada,0,1,1,241709.19,2022,0
2023-05-03,2023-06-08,2023-07-11,36,33,69,red prestacional sabogal,lima,legal entity,ceftriaxona 1 g,licitacion publica,0,1,1,778894.85,2023,1
2024-06-24,2024-07-12,2024-08-04,18,23,41,red prestacional sabogal,lambayeque,legal entity,ritonavir 100 mg,adjudicacion simplificada,0,1,0,116067.01,2024,0
2024-10-26,2024-11-16,2024-11-17,21,1,22,red asistencial loreto,lima,natural person,cicloserine 250 mg,adjudicacion simplificada,0,0,1,806423.36,2024,0
2022-03-23,2022-06-04,2022-07-06,73,32,105,red prestacional lambayeque,lima,natural person,dextrometorfano 15mg/5ml,licitacion publica,0,0,0,771751.41,2022,0
2022-03-28,2022-04-21,2022-05-09,24,18,42,red prestacional lambayeque,cusco,legal entity,ceftriaxona 1 g,adjudicacion simplificada,0,1,1,168659.55,2022,0
2022-08-13,2022-09-30,2022-11-02,48,33,81,red prestacional almenara,lambayeque,consortium,hipromelosa 0.3%,licitacion publica,1,0,0,66403.0,2022,0
2023-01-16,2023-02-15,2023-03-04,30,17,47,red prestacional rebagliati,lambayeque,legal entity,hipromelosa 0.3%,adjudicacion simplificada,0,1,0,182149.55,2023,0
2023-11-06,2023-11-11,2023-11-30,5,19,24,red prestacional almenara,lima,legal entity,meropenem 500 mg,subasta inversa electronica,0,1,1,73550.18,2023,0
2022-12-24,2023-01-03,2023-01-16,10,13,23,red prestacional rebagliati,ancash,legal entity,hipromelosa 0.3%,adjudicacion simplificada,0,0,0,5024740.67,2022,0
2022-06-12,2022-07-01,2022-07-16,19,15,34,red asistencial la libertad,lambayeque,natural person,ceftriaxona 1 g,subasta inversa electronica,0,1,1,56800.52,2022,0
2023-04-08,2023-04-23,2023-05-11,15,18,33,red asistencial arequipa,lima,consortium,ritonavir 100 mg,subasta inversa electronica,1,1,0,529212.58,2023,0
2022-06-05,2022-08-10,2022-09-24,66,45,111,red asistencial la libertad,lima,legal entity,meropenem 500 mg,licitacion publica,0,1,1,386553.4,2022,1
2022-01-02,2022-03-01,2022-03-22,58,21,79,red prestacional rebagliati,lima,legal entity,ceftriaxona 1 g,licitacion publica,0,1,1,4172.79,2022,0
2024-12-15,2025-01-05,2025-01-13,21,8,29,red prestacional rebagliati,lima,legal entity,omeprazol 20 mg,adjudicacion simplificada,0,0,0,546799.56,2024,0
2024-06-17,2024-06-30,2024-07-05,13,5,18,red asistencial ancash,ancash,natural person,ceftriaxona 1 g,subasta inversa electronica,0,1,1,254999.67,2024,0
2022-11-11,2022-12-31,2023-01-14,50,14,64,red prestacional rebagliati,lima,legal entity,meropenem 500 mg,licitacion publica,0,1,0,99104.62,2022,0
2024-11-20,2024-12-30,2025-01-21,40,22,62,red prestacional almenara,lima,legal entity,ceftriaxona 1 g,adjudicacion simplificada,0,1,1,892745.32,2024,1
2022-04-02,2022-04-08,2022-04-21,6,13,19,red prestacional sabogal,arequipa,legal entity,ceftriaxona 1 g,subasta inversa electronica,0,1,1,382812.6,2022,0
2023-06-30,2023-08-30,2023-09-15,61,16,77,red prestacional lambayeque,arequipa,legal entity,ceftriaxona 1 g,licitacion publica,0,1,1,287764.11,2023,0
2022-08-19,2022-10-02,2022-11-11,44,40,84,red prestacional lambayeque,cusco,legal entity,clotrimazol 1%,licitacion publica,0,0,0,183805.18,2022,0
2023-10-28,2023-11-25,2023-12-25,28,30,58,red prestacional rebagliati,lima,legal entity,ritonavir 100 mg,licitacion publica,0,1,0,801742.5,2023,0
2023-05-28,2023-06-29,2023-07-25,32,26,58,red prestacional rebagliati,lima,legal entity,cicloserine 250 mg,subasta inversa electronica,0,1,1,1011192.83,2023,0
2022-10-07,2022-10-30,2022-11-10,23,11,34,red prestacional almenara,lima,legal entity,ceftriaxona 1 g,adjudicacion simplificada,0,1,1,14786.96,2022,0
2023-07-08,2023-07-21,2023-08-14,13,24,37,red asistencial la libertad,lima,natural person,ceftriaxona 1 g,adjudicacion simplificada,0,1,1,254090.3,2023,0
2022-12-13,2023-01-13,2023-02-03,31,21,52,red prestacional almenara,lima,consortium,ritonavir 100 mg,adjudicacion simplificada,1,1,0,2661108.55,2022,1
2023-12-16,2024-01-04,2024-02-01,19,28,47,red asistencial arequipa,piura,natural person,ritonavir 100 mg,adjudicacion simplificada,0,1,0,231156.58,2023,1
2023-11-10,2023-12-26,2024-02-02,46,38,84,red prestacional rebagliati,la libertad,legal entity,cefalexina 500 mg,licitacion publica,0,0,0,170665.28,2023,0
2023-05-08,2023-05-25,2023-06-12,17,18,35,red prestacional sabogal,lima,natural person,hipromelosa 0.3%,subasta inversa electronica,0,0,0,3796322.68,2023,0
2024-01-07,2024-02-26,2024-03-21,50,24,74,red asistencial loreto,lima,consortium,sodio cloruro 0.9%,licitacion publica,1,0,0,460244.97,2024,0
2024-02-16,2024-03-16,2024-03-29,29,13,42,red prestacional almenara,lima,legal entity,dextrometorfano 15mg/5ml,subasta inversa electronica,0,0,0,149891.61,2024,0
2022-02-22,2022-05-02,2022-07-07,69,66,135,red prestacional rebagliati,cusco,consortium,hipromelosa 0.3%,licitacion publica,1,0,0,614816.65,2022,1
2024-07-05,2024-08-15,2024-09-22,41,38,79,red asistencial arequipa,la libertad,legal entity,hipromelosa 0.3%,licitacion publica,0,0,0,59968.42,2024,0
2025-02-07,2025-03-13,2025-04-06,34,24,58,red prestacional almenara,la libertad,legal entity,hipromelosa 0.3%,subasta inversa electronica,0,0,0,153913.23,2025,0
2022-08-14,2022-09-06,2022-09-26,23,20,43,red asistencial madre de dios,arequipa,legal entity,sodio cloruro 0.9%,subasta inversa electronica,0,0,1,252201.54,2022,0
2022-02-22,2022-04-12,2022-05-16,49,34,83,red asistencial ancash,piura,natural person,ceftriaxona 1 g,licitacion publica,0,1,1,79890.97,2022,0
2022-08-12,2022-09-05,2022-09-11,24,6,30,red prestacional rebagliati,ancash,natural person,piperacilina/tazobactan 4g+500mg,adjudicacion simplificada,0,1,1,58686.02,2022,0
2022-06-03,2022-08-29,2022-09-24,87,26,113,red asistencial arequipa,lima,legal entity,enoxaparina 40 mg,licitacion publica,0,1,1,38936.8,2022,0
2022-02-17,2022-03-18,2022-03-28,29,10,39,red prestacional almenara,lima,natural person,ceftriaxona 1 g,subasta inversa electronica,0,1,1,497509.91,2022,0
2023-12-17,2024-01-08,2024-02-15,22,38,60,red asistencial loreto,la libertad,legal entity,cicloserine 250 mg,licitacion publica,0,1,1,23602.4,2023,0
2022-05-27,2022-07-15,2022-08-02,49,18,67,red asistencial loreto,loreto,legal entity,ritonavir 100 mg,licitacion publica,0,1,0,31818.21,2022,0
2023-03-05,2023-04-12,2023-05-23,38,41,79,red prestacional rebagliati,lima,legal entity,sodio cloruro 0.9%,licitacion publica,0,0,1,542301.6,2023,0
2022-12-15,2023-01-19,2023-02-15,35,27,62,red prestacional almenara,cusco,legal entity,ceftriaxona 1 g,licitacion publica,0,1,1,878956.89,2022,0
2022-07-01,2022-08-10,2022-09-19,40,40,80,red asistencial loreto,ancash,legal entity,insulina glargina 100 ui/ml,licitacion publica,0,1,1,1517419.93,2022,1
2023-05-05,2023-07-08,2023-08-10,64,33,97,red prestacional rebagliati,la libertad,legal entity,cefalexina 500 mg,licitacion publica,0,0,0,51612.85,2023,0
2022-06-28,2022-07-18,2022-08-10,20,23,43,red asistencial ancash,lambayeque,consortium,hipromelosa 0.3%,adjudicacion simplificada,1,0,0,4641204.08,2022,1
2023-02-08,2023-03-06,2023-03-28,26,22,48,red prestacional rebagliati,lima,consortium,ceftriaxona 1 g,adjudicacion simplificada,1,1,1,123038.81,2023,0
2025-09-17,2025-10-26,2025-11-19,39,24,63,red prestacional lambayeque,lima,natural person,cicloserine 250 mg,licitacion publica,0,0,1,41701.31,2025,0
2025-01-03,2025-01-21,2025-02-13,18,23,41,red prestacional rebagliati,lambayeque,legal entity,ceftriaxona 1 g,subasta inversa electronica,0,1,1,181944.77,2025,0
2023-03-05,2023-03-18,2023-03-25,13,7,20,red prestacional rebagliati,lima,legal entity,piperacilina/tazobactan 4g+500mg,contratacion directa,0,1,1,180399.5,2023,1
2023-01-29,2023-03-04,2023-03-20,34,16,50,red prestacional almenara,cusco,legal entity,insulina glargina 100 ui/ml,licitacion publica,0,1,1,662198.3,2023,0
2023-01-11,2023-01-23,2023-02-10,12,18,30,red prestacional rebagliati,piura,legal entity,cicloserine 250 mg,contratacion directa,0,1,1,1701201.07,2023,1
2024-04-06,2024-04-24,2024-04-27,18,3,21,red asistencial madre de dios,madre de dios,legal entity,ceftriaxona 1 g,adjudicacion simplificada,0,1,1,32891.56,2024,0
2024-12-23,2025-01-20,2025-02-11,28,22,50,red prestacional almenara,lima,consortium,ceftriaxona 1 g,subasta inversa electronica,1,1,1,64069.65,2024,0
2024-07-21,2024-07-30,2024-08-14,9,15,24,red asistencial arequipa,lima,natural person,piperacilina/tazobactan 4g+500mg,contratacion directa,0,1,1,1194136.41,2024,1
2023-01-21,2023-02-07,2023-02-19,17,12,29,red prestacional rebagliati,lima,legal entity,cicloserine 250 mg,subasta inversa electronica,0,1,1,420200.48,2023,0
2022-02-08,2022-04-30,2022-05-25,81,25,106,red asistencial loreto,arequipa,consortium,hipromelosa 0.3%,licitacion publica,1,0,0,379492.13,2022,1
2023-08-11,2023-09-29,2023-10-22,49,23,72,red asistencial ancash,apurimac,legal entity,paracetamol 500 mg,licitacion publica,0,0,0,55168.9,2023,0
2024-04-11,2024-05-17,2024-06-25,36,39,75,red asistencial la libertad,loreto,legal entity,omeprazol 20 mg,licitacion publica,0,0,0,112159.09,2024,0
2024-02-15,2024-03-09,2024-04-01,23,23,46,red asistencial madre de dios,lima,legal entity,dextrometorfano 15mg/5ml,adjudicacion simplificada,0,0,0,436301.38,2024,1
2022-03-07,2022-03-24,2022-04-18,17,25,42,red prestacional almenara,la libertad,natural person,ritonavir 100 mg,subasta inversa electronica,0,1,0,50304.67,2022,0
2022-04-01,2022-04-29,2022-05-23,28,24,52,red prestacional rebagliati,ancash,legal entity,cicloserine 250 mg,adjudicacion simplificada,0,1,0,3073231.23,2022,1
2024-06-12,2024-07-01,2024-07-11,19,10,29,red prestacional sabogal,lima,legal entity,cefalexina 500 mg,adjudicacion simplificada,0,0,0,1015681.71,2024,0
2024-04-20,2024-05-06,2024-05-23,16,17,33,red prestacional sabogal,lima,legal entity,ceftriaxona 1 g,adjudicacion simplificada,0,1,1,166015.49,2024,0
2022-12-04,2022-12-26,2023-01-06,22,11,33,red prestacional almenara,la libertad,legal entity,ritonavir 100 mg,adjudicacion simplificada,0,0,0,1227606.78,2022,0
2023-05-03,2023-06-13,2023-07-04,41,21,62,red prestacional sabogal,lima,legal entity,cefalexina 500 mg,licitacion publica,0,0,0,175557.77,2023,0
2023-07-12,2023-07-30,2023-08-12,18,13,31,red asistencial la libertad,lima,legal entity,sodio cloruro 0.9%,adjudicacion simplificada,0,0,1,2714607.62,2023,0
2022-04-09,2022-06-11,2022-08-05,63,55,118,red prestacional lambayeque,madre de dios,natural person,piperacilina/tazobactan 4g+500mg,licitacion publica,0,1,1,23996.34,2022,1
2023-10-18,2024-01-02,2024-02-20,76,49,125,red prestacional sabogal,lima,natural person,cicloserine 250 mg,licitacion publica,0,0,1,1217569.65,2023,1
2024-06-07,2024-07-17,2024-08-27,40,41,81,red prestacional rebagliati,la libertad,legal entity,sulfadiazina 1% crema,licitacion publica,0,0,0,37973.16,2024,0
2023-04-13,2023-05-10,2023-05-20,27,10,37,red asistencial ancash,la libertad,legal entity,ceftriaxona 1 g,subasta inversa electronica,0,1,1,311299.47,2023,0
2025-10-08,2025-10-26,2025-11-02,18,7,25,red prestacional almenara,apurimac,natural person,sulfadiazina 1% crema,adjudicacion simplificada,0,0,0,1012057.69,2025,0
2025-02-12,2025-04-09,2025-05-07,56,28,84,red prestacional rebagliati,lima,legal entity,ritonavir 100 mg,subasta inversa electronica,0,1,0,14297719.75,2025,1
2022-03-25,2022-04-05,2022-04-13,11,8,19,red prestacional rebagliati,lima,legal entity,hipromelosa 0.3%,contratacion directa,0,0,0,86019.62,2022,1
2025-07-10,2025-08-13,2025-08-31,34,18,52,red prestacional lambayeque,ancash,natural person,sulfadiazina 1% crema,subasta inversa electronica,0,0,0,928343.77,2025,0
2025-02-20,2025-04-03,2025-05-03,42,30,72,red prestacional rebagliati,la libertad,legal entity,ritonavir 100 mg,licitacion publica,0,1,0,121795.01,2025,0
2022-07-29,2022-08-17,2022-08-27,19,10,29,red prestacional lambayeque,apurimac,legal entity,dextrometorfano 15mg/5ml,adjudicacion simplificada,0,0,0,251752.73,2022,0
2023-05-06,2023-05-29,2023-06-05,23,7,30,red prestacional sabogal,lima,legal entity,insulina glargina 100 ui/ml,adjudicacion simplificada,0,0,1,972838.03,2023,0
2023-03-10,2023-04-29,2023-05-22,50,23,73,red asistencial madre de dios,lambayeque,legal entity,omeprazol 20 mg,licitacion publica,0,0,0,992091.88,2023,0
2022-09-22,2022-10-22,2022-10-30,30,8,38,red prestacional almenara,madre de dios,consortium,cicloserine 250 mg,adjudicacion simplificada,1,1,1,87874.62,2022,0
2023-09-15,2023-10-06,2023-10-21,21,15,36,red prestacional sabogal,lima,legal entity,cefalexina 500 mg,adjudicacion simplificada,0,0,1,655958.46,2023,0
2024-07-06,2024-07-25,2024-08-02,19,8,27,red asistencial la libertad,lima,legal entity,cicloserine 250 mg,subasta inversa electronica,0,1,1,592248.4,2024,0
2023-08-18,2023-09-13,2023-10-04,26,21,47,red prestacional almenara,lambayeque,legal entity,ritonavir 100 mg,adjudicacion simplificada,0,1,0,606202.47,2023,0
2025-07-08,2025-08-04,2025-08-21,27,17,44,red prestacional almenara,loreto,legal entity,sodio cloruro 0.9%,subasta inversa electronica,0,0,1,1034278.35,2025,0
2024-01-10,2024-03-13,2024-04-04,63,22,85,red prestacional lambayeque,la libertad,natural person,hipromelosa 0.3%,licitacion publica,0,0,0,874640.09,2024,0
2022-04-24,2022-05-05,2022-05-14,11,9,20,red asistencial ancash,apurimac,natural person,cefalexina 500 mg,contratacion directa,0,0,0,122516.21,2022,1
2023-03-17,2023-03-28,2023-04-07,11,10,21,red asistencial loreto,la libertad,natural person,omeprazol 20 mg,contratacion directa,0,0,0,77783.64,2023,0
2022-06-13,2022-08-30,2022-10-17,78,48,126,red prestacional rebagliati,apurimac,legal entity,dextrometorfano 15mg/5ml,licitacion publica,0,0,0,1506732.33,2022,1
2023-03-26,2023-04-30,2023-06-02,35,33,68,red prestacional almenara,lima,legal entity,sodio cloruro 0.9%,licitacion publica,0,0,1,608239.86,2023,0
2024-02-18,2024-02-21,2024-03-06,3,14,17,red prestacional sabogal,madre de dios,legal entity,hipromelosa 0.3%,adjudicacion simplificada,0,0,0,1060492.61,2024,0
2023-11-22,2023-12-27,2024-01-27,35,31,66,red asistencial arequipa,piura,natural person,dextrometorfano 15mg/5ml,licitacion publica,0,0,0,8441827.3,2023,1
2023-06-26,2023-07-18,2023-07-29,22,11,33,red asistencial madre de dios,la libertad,legal entity,meropenem 500 mg,contratacion directa,0,1,1,374676.1,2023,1
2022-08-06,2022-09-03,2022-09-29,28,26,54,red prestacional rebagliati,lima,legal entity,cefalexina 500 mg,licitacion publica,0,0,1,1598446.6,2022,0
2024-07-07,2024-08-19,2024-09-13,43,25,68,red prestacional sabogal,lima,legal entity,hipromelosa 0.3%,licitacion publica,0,0,0,646413.13,2024,0
2023-12-12,2023-12-28,2024-01-20,16,23,39,red prestacional sabogal,lambayeque,legal entity,sodio cloruro 0.9%,subasta inversa electronica,0,0,1,74346.72,2023,0
2023-08-18,2023-10-25,2023-12-02,68,38,106,red prestacional almenara,lima,legal entity,piperacilina/tazobactan 4g+500mg,licitacion publica,0,1,1,295508.71,2023,1
2022-09-12,2022-11-15,2022-12-08,64,23,87,red prestacional almenara,lima,legal entity,hipromelosa 0.3%,licitacion publica,0,0,0,430985.01,2022,0
2022-08-24,2022-10-03,2022-10-20,40,17,57,red asistencial la libertad,la libertad,legal entity,insulina glargina 100 ui/ml,licitacion publica,0,1,1,8979.13,2022,0
2022-01-26,2022-04-06,2022-04-17,70,11,81,red prestacional almenara,lima,legal entity,cicloserine 250 mg,licitacion publica,0,1,1,526518.23,2022,0
2023-03-13,2023-05-07,2023-06-19,55,43,98,red prestacional rebagliati,lambayeque,legal entity,sulfadiazina 1% crema,licitacion publica,0,0,0,485282.08,2023,0
2025-09-18,2025-10-02,2025-10-20,14,18,32,red prestacional rebagliati,lima,legal entity,cefalexina 500 mg,adjudicacion simplificada,0,0,0,288775.15,2025,0
2024-09-10,2024-10-18,2024-11-14,38,27,65,red prestacional rebagliati,ancash,legal entity,sulfadiazina 1% crema,subasta inversa electronica,0,0,0,238787.11,2024,1
2022-09-28,2022-12-17,2023-01-12,80,26,106,red prestacional rebagliati,ancash,natural person,sodio cloruro 0.9%,licitacion publica,0,0,1,3046169.41,2022,1
2022-05-03,2022-06-03,2022-07-02,31,29,60,red prestacional sabogal,madre de dios,legal entity,enoxaparina 40 mg,subasta inversa electronica,0,1,1,96876.82,2022,0
2022-05-24,2022-06-12,2022-06-26,19,14,33,red asistencial loreto,lima,legal entity,clotrimazol 1%,adjudicacion simplificada,0,0,0,2786629.17,2022,0
2024-09-13,2024-10-05,2024-11-10,22,36,58,red prestacional almenara,lima,natural person,hipromelosa 0.3%,licitacion publica,0,0,0,719967.02,2024,0
2022-05-24,2022-07-30,2022-08-18,67,19,86,red prestacional sabogal,lambayeque,natural person,hipromelosa 0.3%,licitacion publica,0,0,0,261229.87,2022,0
2023-09-16,2023-10-08,2023-10-27,22,19,41,red prestacional almenara,lambayeque,natural person,sodio cloruro 0.9%,adjudicacion simplificada,0,0,1,2480890.25,2023,0
2024-02-16,2024-02-27,2024-03-18,11,20,31,red prestacional rebagliati,lambayeque,legal entity,dextrometorfano 15mg/5ml,adjudicacion simplificada,0,1,0,1528358.84,2024,0
2022-12-17,2023-01-05,2023-01-19,19,14,33,red asistencial arequipa,loreto,legal entity,hipromelosa 0.3%,adjudicacion simplificada,0,0,0,598453.22,2022,0
2023-01-13,2023-03-31,2023-05-06,77,36,113,red asistencial loreto,lima,legal entity,cicloserine 250 mg,licitacion publica,0,0,1,401752.39,2023,0
2024-07-26,2024-08-17,2024-09-09,22,23,45,red asistencial arequipa,lambayeque,legal entity,sodio cloruro 0.9%,adjudicacion simplificada,0,0,1,139739.11,2024,0
2023-11-07,2023-11-27,2023-12-15,20,18,38,red prestacional rebagliati,cusco,natural person,piperacilina/tazobactan 4g+500mg,adjudicacion simplificada,0,0,1,54857.02,2023,0
2023-08-23,2023-09-03,2023-09-13,11,10,21,red asistencial la libertad,piura,natural person,hipromelosa 0.3%,contratacion directa,0,0,0,15709.52,2023,0
2022-05-29,2022-06-18,2022-07-09,20,21,41,red prestacional rebagliati,lima,legal entity,dextrometorfano 15mg/5ml,adjudicacion simplificada,0,0,0,21249.84,2022,0
2022-11-18,2022-12-21,2022-12-27,33,6,39,red prestacional rebagliati,cusco,consortium,sulfadiazina 1% crema,adjudicacion simplificada,1,0,0,19259.86,2022,0
2023-06-04,2023-07-03,2023-07-22,29,19,48,red asistencial loreto,la libertad,consortium,clotrimazol 1%,adjudicacion simplificada,1,0,0,243295.04,2023,1
2023-06-15,2023-06-26,2023-06-30,11,4,15,red prestacional rebagliati,loreto,legal entity,hipromelosa 0.3%,adjudicacion simplificada,0,0,0,349766.15,2023,0
2023-03-31,2023-05-13,2023-06-07,43,25,68,red asistencial loreto,lima,legal entity,piperacilina/tazobactan 4g+500mg,subasta inversa electronica,0,1,1,447912.61,2023,0
2025-07-05,2025-08-11,2025-09-08,37,28,65,red prestacional lambayeque,la libertad,legal entity,dextrometorfano 15mg/5ml,subasta inversa electronica,0,0,0,2522559.66,2025,1
2022-11-14,2023-01-10,2023-02-15,57,36,93,red asistencial la libertad,lima,legal entity,enoxaparina 40 mg,licitacion publica,0,1,1,386091.33,2022,1
2023-12-24,2024-01-10,2024-01-21,17,11,28,red prestacional rebagliati,arequipa,legal entity,hipromelosa 0.3%,adjudicacion simplificada,0,0,0,270180.21,2023,0
2023-06-23,2023-07-16,2023-08-03,23,18,41,red prestacional rebagliati,lima,legal entity,enoxaparina 40 mg,contratacion directa,0,1,1,225018.47,2023,1
2024-08-04,2024-09-09,2024-09-30,36,21,57,red prestacional rebagliati,lima,legal entity,paracetamol 500 mg,subasta inversa electronica,0,0,0,567219.62,2024,0
2023-09-21,2023-10-18,2023-11-14,27,27,54,red prestacional almenara,lima,legal entity,sodio cloruro 0.9%,adjudicacion simplificada,0,0,1,93995.37,2023,0
2023-04-07,2023-04-15,2023-04-30,8,15,23,red asistencial loreto,lima,legal entity,ceftriaxona 1 g,adjudicacion simplificada,0,1,1,83304.86,2023,0
2024-04-26,2024-06-08,2024-06-30,43,22,65,red prestacional rebagliati,la libertad,legal entity,sodio cloruro 0.9%,adjudicacion simplificada,0,0,1,217962.21,2024,0
2023-07-18,2023-09-08,2023-10-15,52,37,89,red prestacional lambayeque,lima,natural person,ceftriaxona 1 g,licitacion publica,0,1,1,219328.71,2023,0
2022-11-16,2023-01-04,2023-01-29,49,25,74,red prestacional lambayeque,arequipa,legal entity,sulfadiazina 1% crema,licitacion publica,0,0,0,450593.12,2022,0
2023-01-21,2023-02-20,2023-03-28,30,36,66,red prestacional sabogal,lambayeque,legal entity,cicloserine 250 mg,subasta inversa electronica,0,1,1,33275.03,2023,0
2024-07-18,2024-09-01,2024-10-04,45,33,78,red prestacional rebagliati,madre de dios,legal entity,hipromelosa 0.3%,licitacion publica,0,0,0,86317.96,2024,0
2022-12-07,2023-01-06,2023-01-15,30,9,39,red prestacional rebagliati,arequipa,legal entity,cicloserine 250 mg,adjudicacion simplificada,0,1,1,123607.13,2022,0
2022-09-05,2022-09-12,2022-09-18,7,6,13,red prestacional lambayeque,apurimac,legal entity,ceftriaxona 1 g,contratacion directa,0,1,1,466490.26,2022,0
2022-10-03,2022-10-20,2022-11-02,17,13,30,red prestacional rebagliati,la libertad,legal entity,sodio cloruro 0.9%,adjudicacion simplificada,0,0,1,99560.69,2022,0
2024-09-20,2024-11-22,2024-12-27,63,35,98,red prestacional sabogal,lima,legal entity,hipromelosa 0.3%,licitacion publica,0,0,0,36186.89,2024,0
2023-02-27,2023-03-23,2023-04-23,24,31,55,red prestacional sabogal,loreto,natural person,piperacilina/tazobactan 4g+500mg,adjudicacion simplificada,0,0,1,626031.69,2023,0
2023-10-29,2023-11-13,2023-12-04,15,21,36,red prestacional almenara,cusco,natural person,sulfadiazina 1% crema,adjudicacion simplificada,0,0,0,368140.57,2023,0
2023-01-31,2023-02-14,2023-02-17,14,3,17,red prestacional almenara,loreto,legal entity,paracetamol 500 mg,adjudicacion simplificada,0,0,0,935512.01,2023,0
2023-09-06,2023-10-02,2023-10-17,26,15,41,red prestacional almenara,lima,natural person,sulfadiazina 1% crema,adjudicacion simplificada,0,0,0,1192117.28,2023,0
2022-04-03,2022-06-11,2022-07-09,69,28,97,red asistencial loreto,cusco,legal entity,cefalexina 500 mg,licitacion publica,0,0,0,57136.46,2022,0
2023-09-22,2023-10-08,2023-10-09,16,1,17,red prestacional rebagliati,cusco,natural person,cefalexina 500 mg,contratacion directa,0,0,0,1346826.23,2023,0
2025-09-28,2025-10-17,2025-10-26,19,9,28,red asistencial loreto,ancash,legal entity,ceftriaxona 1 g,subasta inversa electronica,0,1,1,304743.17,2025,0
2023-04-04,2023-04-21,2023-04-27,17,6,23,red prestacional almenara,cusco,legal entity,sodio cloruro 0.9%,adjudicacion simplificada,0,0,1,268953.59,2023,0
2022-06-03,2022-08-12,2022-09-07,70,26,96,red asistencial la libertad,lima,natural person,hipromelosa 0.3%,licitacion publica,0,0,0,141766.95,2022,0
2024-10-11,2024-10-26,2024-11-05,15,10,25,red asistencial arequipa,lambayeque,legal entity,hipromelosa 0.3%,contratacion directa,0,0,0,45514.37,2024,0
2022-03-21,2022-04-10,2022-04-28,20,18,38,red asistencial loreto,piura,natural person,ritonavir 100 mg,subasta inversa electronica,0,1,0,11022.09,2022,0
2023-10-19,2023-11-02,2023-11-14,14,12,26,red prestacional rebagliati,loreto,legal entity,cefalexina 500 mg,adjudicacion simplificada,0,0,0,795047.82,2023,0
2025-03-25,2025-05-16,2025-06-19,52,34,86,red prestacional rebagliati,lima,legal entity,cefalexina 500 mg,licitacion publica,0,0,0,330266.86,2025,0
2022-12-31,2023-02-23,2023-04-09,54,45,99,red prestacional almenara,lima,natural person,clotrimazol 1%,licitacion publica,0,0,0,145505.75,2022,0
2024-02-06,2024-03-02,2024-03-18,25,16,41,red prestacional rebagliati,lima,legal entity,sulfadiazina 1% crema,adjudicacion simplificada,0,0,0,86442.43,2024,0
2023-12-08,2024-01-13,2024-02-11,36,29,65,red prestacional lambayeque,loreto,natural person,cicloserine 250 mg,subasta inversa electronica,0,1,1,343530.1,2023,1
2024-11-22,2025-01-19,2025-02-24,58,36,94,red prestacional rebagliati,lima,natural person,cefalexina 500 mg,licitacion publica,0,0,1,2326719.61,2024,0
2022-08-20,2022-10-01,2022-10-28,42,27,69,red asistencial la libertad,lima,legal entity,hipromelosa 0.3%,licitacion publica,0,0,0,680565.3,2022,0
2023-04-03,2023-05-08,2023-05-29,35,21,56,red prestacional sabogal,lambayeque,natural person,meropenem 500 mg,licitacion publica,0,1,1,167400.53,2023,0
2022-12-02,2023-01-06,2023-01-21,35,15,50,red prestacional almenara,apurimac,legal entity,meropenem 500 mg,adjudicacion simplificada,0,1,1,27606.93,2022,0
2022-04-12,2022-04-24,2022-05-10,12,16,28,red prestacional rebagliati,apurimac,legal entity,hipromelosa 0.3%,adjudicacion simplificada,0,0,0,1695520.45,2022,0
2023-06-15,2023-06-29,2023-07-22,14,23,37,red prestacional sabogal,loreto,legal entity,sodio cloruro 0.9%,adjudicacion simplificada,0,0,1,726026.25,2023,0
2022-06-08,2022-07-17,2022-08-06,39,20,59,red prestacional rebagliati,la libertad,legal entity,meropenem 500 mg,subasta inversa electronica,0,1,1,4841282.11,2022,1
2022-01-14,2022-02-26,2022-04-17,43,50,93,red asistencial la libertad,madre de dios,legal entity,piperacilina/tazobactan 4g+500mg,licitacion publica,0,1,1,2596300.87,2022,1
2025-08-13,2025-08-14,2025-08-24,1,10,11,red prestacional almenara,lima,legal entity,cefalexina 500 mg,contratacion directa,0,0,0,676661.58,2025,0
2023-03-14,2023-03-31,2023-04-12,17,12,29,red prestacional almenara,lima,legal entity,ceftriaxona 1 g,contratacion directa,0,1,1,33351.76,2023,0
2023-09-06,2023-10-11,2023-10-28,35,17,52,red asistencial loreto,lima,legal entity,ritonavir 100 mg,adjudicacion simplificada,0,1,0,305071.12,2023,1
2023-04-01,2023-05-29,2023-07-24,58,56,114,red asistencial arequipa,lima,legal entity,cicloserine 250 mg,licitacion publica,0,1,1,197082.93,2023,1
2022-08-04,2022-08-30,2022-09-13,26,14,40,red prestacional almenara,arequipa,natural person,enoxaparina 40 mg,adjudicacion simplificada,0,1,1,11955.93,2022,0
2022-03-31,2022-04-21,2022-05-07,21,16,37,red asistencial arequipa,la libertad,legal entity,piperacilina/tazobactan 4g+500mg,adjudicacion simplificada,0,1,1,173414.78,2022,1
